Species	6528	5821	5822	5980	5981	6955	6150	5460	5463	5464	7128	5469	6797	5264	6792	5260	5304	6652	5857	5919	5918	5853	5858	5859	5913	6384	6387	6383	6389	5670	6933	5428	5770	5772	6270	6274	5578	6051	6500	6507	6506	6378	6379	6072	4951	6376	5138	5131	6432	6430	5702	5703	5950	5958	5188	5220	5791	5815	5816	5064	7174	6893	5357	5355	5354	5454	5926	5921	5922	6977	6978	6979	5531	7572	5536	7577	6098	6848	6038	6036	6034	5177	5744	6572	6570	5348	5620	6320	4989	4848	5990	6717	6713	6791	7313	6565	5699	6854	5664	6859	6563	6148	7135	7136	6780	5318	6785	5257	4724	6660	6667	6164	5968	5843	5842	5841	5840	5960	5849	7628	5406	5404	5644	7141	5910	5038	5034	5032	6631	5660	6532	6533	6531	6924	5949	6538	4942	6284	6282	6041	6363	6048	4793	6366	5893	5894	5899	5104	6401	6406	6407	6404	6405	5716	6216	6746	6620	7324	7325	5802	6864	6865	6860	5449	6139	5366	7067	6130	5936	5933	6961	6962	6969	6968	4471	5502	6004	6003	6000	7194	4889	6914	6447	6913	6448	6449	5594	5596	5599	5614	6258	6318	5421	5398	6705	7241	5090	7361	7363	7367	6825	5326	7021	5489	7024	6176	7029	6175	6679	5328	6649	6779	4757	5870	5977	5974	5430	7028	5434	6689	6685	7296	6958	5554	6488	5551	6527	6526	5656	6483	6954	6487	4932	6299	6298	4527	6295	6056	6198	6050	5116	5299	5296	6557	6550	6552	5721	6559	6412	6221	6226	6227	6639	5200	6732	6733	5206	6738	4796	6636	7336	6373	7333	7331	4954	5477	7111	6875	6128	5271	5273	6641	6995	6992	5513	6398	6016	6393	7602	5018	4890	6450	6454	6457	6459	6458	6909	4802	6265	4806	6514	5562	6064	6068	6303	5123	7273	6420	7371	7279	6601	5333	5335	6439	5339	7013	5944	5945	5942	5943	5940	5941	4744	4893	5865	5866	6886	6882	6883	5347	6119	5343	6114	5427	5426	6110	5422	5634	6494	6496	6492	6498	5528	5642	6947	6946	4691	6029	6026	5162	5163	5168	5280	6782	5733	6544	5639	6540	6460	6462	7583	4992	6238
MeanLength	428	621	718	622	873	338	650	375	451	825	1237	534	596	1353	683	266	588	1286	655	449	734	585	615	737	1001	759	814	916	927	1336	609	513	1179	616	395	582	207	1068	1404	417	516	867	295	660	571	573	641	857	486	284	720	794	655	348	592	598	676	609	1462	220	1306	375	350	300	474	1187	785	2796	1311	472	811	762	408	682	375	433	1698	506	1074	1113	559	611	354	902	612	483	1045	1218	603	1538	362	1398	834	441	717	496	687	735	952	889	972	447	619	396	370	612	310	832	667	754	870	350	466	365	1012	785	829	929	540	503	1141	1039	799	678	708	700	667	914	730	454	259	1026	403	1206	546	600	797	919	468	1741	1221	292	1443	534	559	370	1273	423	603	792	408	632	1049	1660	907	315	631	663	437	268	479	522	552	1069	885	1150	344	434	390	754	884	477	276	773	762	1065	588	249	606	463	502	746	421	931	859	246	648	1574	1627	2023	892	1683	1231	1587	292	586	498	482	534	342	410	1354	791	930	292	1384	759	1245	637	480	380	703	653	600	607	702	475	516	660	866	632	274	690	1006	602	853	1236	404	224	739	655	1440	948	437	497	1193	1172	867	459	768	1018	814	949	308	369	631	733	512	606	632	985	588	637	564	351	391	547	300	847	628	447	840	396	780	1024	618	600	380	787	595	1322	570	238	381	732	363	1180	683	711	1222	566	1132	575	472	725	1003	553	835	607	590	96	348	643	270	580	799	426	672	234	915	690	2216	1154	473	1695	586	655	706	586	1611	746	398	318	709	1369	434	192	481	488	220	2197	637	565	813	1389	344	645	997	1348	686	546	283	1369	374	1473	427	546	784	691	1274	1421	690	1080	405	512	2221	847	609	920	723	331	1780	919
Succisa_pratensis	291	0	225	0	0	306	0	0	168	0	0	258	279	0	153	0	225	288	288	450	0	528	261	0	198	0	666	414	441	0	138	0	0	0	0	153	0	924	1122	72	231	0	0	0	0	0	0	0	0	0	690	0	378	357	318	0	246	135	135	0	297	0	0	0	0	486	261	1044	519	0	276	129	0	0	0	0	309	0	387	738	381	105	252	249	201	0	843	954	168	879	0	1053	0	0	174	0	360	0	339	330	291	240	108	0	0	261	0	330	249	144	105	0	0	198	108	111	744	474	186	243	798	252	135	0	669	141	0	270	0	0	129	351	0	501	525	0	693	0	0	570	672	249	459	0	0	129	759	0	447	0	0	156	309	183	0	0	501	0	0	261	153	99	417	948	402	531	345	0	0	0	255	0	0	507	300	375	294	225	273	0	258	378	0	639	0	0	501	684	132	723	0	219	0	681	0	0	0	0	375	0	207	510	363	153	0	621	0	0	234	450	108	0	0	0	159	0	132	246	384	423	0	0	0	708	81	255	486	0	0	189	444	564	396	0	168	909	1194	0	279	309	630	141	510	0	0	0	153	285	231	0	144	222	252	117	0	165	369	0	87	0	393	390	402	141	474	0	210	0	303	0	0	342	0	249	0	0	705	192	231	411	285	288	78	0	135	0	264	363	207	0	0	0	0	246	372	0	0	0	0	0	0	0	171	414	0	0	138	183	534	873	330	0	0	360	840	87	0	192	327	0	1638	0	327	432	1164	342	0	297	603	138	519	0	597	0	999	138	0	0	378	855	180	297	90	0	0	861	468	237	315	177	0	945	480
Viburnum_luzonicum	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	393	0	114	0	186	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	156	0	0	345	0	297	0	0	0	0	174	0	204	0	0	159	0	0	0	0	0	516	0	0	0	0	909	0	0	267	0	0	0	0	0	0	0	0	243	0	0	492	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	345	0	630	186	0	0	0	0	0	0	0	0	303	288	0	0	0	0	0	0	0	309	0	0	0	192	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	120	0	0	0	0	0	0	0	0	0	0	903	0	1836	0	0	0	237	0	0	0	0	231	0	0	0	0	780	0	273	0	0	0	414	0	0	207	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	459	426	0	0	0	303	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	405	0	201	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	558	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	93	0	0	1398	0	0	0	705	0	0	0	306	0	240	0	0	0	426	0	0	0	0	0	597	0	618	0	0	0	0	135	405	0	0	0	0
Valeriana_prinophylla	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	321	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	324	0	0	0	0	0	0	0	0	0	0	675	0	150	0	0	243	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	159	330	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	591	0	0	210	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	186	0	285	0	0	249	0	0	0	0	0	0	207	0	0	327	0	0	228	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	189	0	0	375	0	0	0	0	246	0	0	0	0	303	0	0	174	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	690	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	342	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	303	138	0	0	0	0	0
Sambucus_cerulea	0	0	0	0	0	264	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	288	0	0	117	0	0	0	0	180	204	0	0	0	900	0	0	0	0	0	0	459	0	0	333	0	0	669	0	0	0	0	438	0	0	126	0	0	0	0	0	96	114	0	774	0	0	0	405	0	0	0	0	1146	0	117	264	0	0	0	0	90	0	507	177	177	468	0	0	0	0	0	0	198	0	381	0	0	0	120	0	0	177	0	0	0	108	282	333	0	0	0	0	219	0	0	0	294	159	0	0	0	393	0	0	66	0	93	231	0	606	0	321	0	0	150	0	0	0	0	0	0	0	168	99	288	0	0	156	834	0	0	0	327	0	0	0	0	0	531	435	0	0	0	0	0	0	0	0	0	0	0	168	183	0	0	0	0	216	0	294	0	0	390	0	0	408	0	0	0	321	0	0	0	0	0	0	177	0	111	0	0	0	0	222	0	0	108	0	0	99	0	0	291	0	0	219	114	0	0	216	0	396	0	0	0	0	507	0	177	0	0	354	372	0	0	168	0	297	405	0	0	0	165	0	0	0	189	0	0	0	0	141	174	0	0	0	0	0	285	540	723	0	0	366	108	0	0	180	0	0	0	0	516	0	0	231	147	216	0	387	135	0	0	0	0	114	0	168	0	0	258	420	0	0	0	0	255	429	0	0	0	0	522	0	0	0	312	0	0	0	0	0	0	0	0	0	1422	0	0	0	804	222	0	0	237	0	105	0	0	0	369	0	0	0	0	456	201	0	447	0	0	375	174	0	558	0	0	0	549
Lonicera_henryi	0	162	150	0	189	0	0	0	0	0	138	0	225	0	264	0	174	522	0	453	0	276	114	411	729	0	0	96	240	0	423	0	0	234	0	0	0	792	990	66	186	0	0	105	0	231	0	333	0	0	420	192	213	0	309	0	0	0	111	0	330	0	0	300	0	477	363	0	387	0	0	675	0	0	0	0	342	0	225	915	309	585	183	189	465	309	1008	762	123	1002	0	1332	0	0	465	0	99	0	579	246	252	240	333	0	0	204	0	336	0	0	801	0	0	0	0	114	219	579	189	258	804	138	285	0	693	141	0	888	0	372	93	234	0	291	0	312	171	594	270	174	456	0	651	132	159	147	663	270	405	0	0	156	0	186	279	0	501	420	0	129	0	93	150	780	282	174	213	297	159	237	252	204	0	324	510	612	201	0	267	0	282	417	147	234	111	162	534	1320	318	408	231	927	585	672	0	309	0	0	390	0	216	585	120	0	0	555	225	147	0	408	0	0	222	0	171	102	0	225	558	555	213	0	0	750	81	0	474	0	0	141	411	354	510	69	303	549	804	213	216	309	705	237	0	0	174	189	621	273	0	333	165	0	192	132	0	105	0	0	327	0	393	519	402	120	600	0	210	366	0	204	0	465	114	105	111	0	876	207	210	255	324	183	219	0	135	0	297	357	0	111	0	99	0	249	273	291	0	441	0	366	270	1641	117	141	0	0	0	0	372	147	282	0	117	129	585	204	0	0	423	72	1404	0	189	0	1218	126	183	525	540	99	381	135	417	0	603	0	141	0	0	684	258	171	582	0	108	417	426	135	651	456	0	1257	183
Viburnum_plicatum	0	0	0	0	0	0	0	0	0	0	0	0	330	276	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	324	0	0	0	0	0	333	0	0	294	0	0	321	123	0	0	333	0	0	0	0	0	0	0	0	0	0	567	0	0	192	0	0	462	204	0	0	0	72	0	819	0	183	0	0	240	0	0	309	0	300	0	0	0	0	0	0	0	0	0	213	222	0	0	96	0	0	0	0	330	0	0	0	0	0	0	0	237	453	0	0	0	195	0	0	0	306	0	0	0	0	0	219	0	0	330	237	0	0	0	0	0	201	243	0	0	0	0	0	0	0	0	0	0	0	231	357	0	0	258	0	0	0	0	579	0	291	0	210	0	0	0	0	252	0	0	408	0	165	231	0	0	0	183	0	630	0	0	0	0	282	1311	0	0	108	201	0	0	0	0	213	0	183	0	0	0	0	0	201	0	0	0	0	0	225	0	0	0	318	0	0	0	0	0	0	0	0	318	0	0	0	192	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	180	0	213	0	0	297	0	0	0	312	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	120	0	0	0	273	0	426	0	0	231	0	0	0	0	0	0	543	0	261	207	705	342	0	0	0	0	0	0	306	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	630
Centranthus_ruber	0	240	0	396	474	0	333	0	174	246	681	492	423	198	210	165	399	1038	288	453	0	426	345	0	681	240	747	726	918	156	342	0	570	450	330	0	198	924	1026	0	393	0	228	645	381	462	0	480	450	0	135	525	444	345	333	354	486	345	210	0	1362	0	0	300	249	1170	450	1485	447	0	135	816	375	705	0	405	834	0	1026	1167	459	273	357	663	0	354	564	1140	426	564	210	1404	0	0	306	0	276	0	678	654	405	243	282	351	333	471	303	582	0	0	753	0	156	0	219	429	801	825	261	333	1197	783	390	0	720	0	243	825	0	0	258	1002	402	366	297	0	456	657	363	1230	318	243	1020	132	0	0	636	0	0	0	0	567	432	1320	681	126	582	672	0	240	0	108	579	1026	414	813	228	0	378	516	0	375	0	507	615	894	315	234	0	288	0	177	168	879	0	0	648	960	1035	2109	0	789	780	954	0	0	261	0	225	312	177	1173	438	132	0	819	459	1038	339	0	207	0	591	522	219	0	399	288	684	846	375	0	297	591	261	474	717	198	204	435	0	1605	741	306	207	453	816	444	195	309	291	405	0	0	0	678	156	468	504	0	0	420	402	597	0	333	357	0	273	624	393	741	324	276	777	0	462	402	0	462	453	180	0	387	141	0	807	417	234	885	489	888	210	189	543	339	534	789	243	351	0	171	0	246	243	405	0	201	210	657	0	0	834	255	612	219	0	414	336	882	174	0	0	315	483	360	0	216	483	66	1557	552	369	819	1317	342	0	819	234	399	417	282	1137	198	1218	351	423	255	762	933	1293	219	408	432	147	1500	522	261	639	171	207	1134	318
Lonicera_xylosteum	207	162	0	105	0	0	261	126	0	0	255	153	264	0	330	0	0	540	288	0	0	282	165	0	702	0	0	78	246	0	303	0	111	0	114	0	0	924	726	66	186	0	0	96	0	216	0	471	0	0	576	0	225	0	309	447	0	0	111	0	0	0	0	300	0	381	0	822	177	0	276	405	0	159	0	186	129	0	111	801	201	351	141	351	177	0	0	735	123	705	0	1401	0	0	345	0	0	0	411	195	288	0	120	0	213	198	0	336	0	240	351	0	90	0	177	0	219	0	0	258	795	366	285	0	720	249	0	621	0	402	93	258	0	651	183	327	171	378	0	165	477	0	0	0	93	147	165	0	0	159	0	156	0	123	228	78	459	420	219	129	0	0	483	921	354	174	255	0	129	0	0	162	0	156	516	627	183	0	0	129	282	72	0	369	0	0	492	984	276	177	0	537	666	1038	0	0	0	0	231	0	177	1056	123	0	0	696	201	147	264	399	0	171	222	0	0	0	81	225	558	381	207	0	0	792	135	93	441	0	0	225	468	0	510	0	153	549	474	426	162	156	399	237	0	0	0	0	168	300	69	0	387	0	66	117	0	351	0	0	168	204	381	276	408	387	744	75	147	360	387	201	207	573	0	105	117	96	891	207	0	0	354	330	297	0	135	96	123	198	153	240	0	0	0	0	342	120	0	441	144	210	0	504	177	384	0	0	0	246	360	405	426	0	0	129	0	186	0	171	183	0	1776	0	186	0	1353	126	183	108	432	153	252	0	279	0	378	129	0	201	0	603	426	171	465	240	0	246	180	135	645	636	0	750	528
